tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,Review_1,Review_2,Review_3
Languages,298,Cornell University,Brenda,,Schertz,2708285,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,legend,,
Biology,298,Cornell University,John,,Schimenti,1303857,5,good,TEACHER,PROFESSOR,4.2,4.0,4.0,,"You get a good comprehensive overview of the genomics field. Grads and undergrads graded together and 4 assignments for just 100 points all semester. If you get a bad grade early on, its impossible to recover and get an A. Grade depends alot on your background in biology and not necessarily reflective of your overall effort.","Class only has a few graded assignments, so light on work, but that just means each one matters. Some good chances to earn extra credit as well. Unlike other bio stuff, tests take a lot of critical thinking rather than fact memorizing. Schimenti is a really fun lecturer, and relates topics to current issues for engaging discussions","Prof. Schimenti is clear, concise, and engaging. He will sometimes illustrate things that are difficult to visualize. Pay attention, and you could earn a few bonus points. Take the time to go back through the PowerPoints to find precisely which assays are appropriate for each exam question. I learned a whole lot, and there was no ""busy work."""
Sociology,298,Cornell University,Erik,,Schmidt,1233454,2,good,TEACHER,PROFESSOR,4.5,5.0,5.0,,Erik is a great guy and is very intelligent. He will help you understand the material and has a dry sense of humor. I thought he was hysterical although it seems as if many of his jokes go above peoples' heads.,"Review sessions were very useful for the exams, other sessions were less useful but good for understanding the concepts better.",
Architecture,298,Cornell University,Stephan,,Schmidt,1044587,47,average,TEACHER,PROFESSOR,2.7,5.0,5.0,,The most boring lectures of any prof I've had and is an unnecessarily harsh grader.,"In all my years as a student, Professor Schmidt is, without a doubt, the most DISCOURAGING instructor I have ever had. His lectures are disorganized & have next to nothing to do w/the labs, the work we have to do. He has no idea what he is talking about. It's shameful that CU pays this uncaring man. The visiting lecturer should be THE GIS prof.","His lectures are boring and repetitive. But the load of work for the class is heavy. In fact, he is quite helpless in supporting the tasks. The most surprising thing is, after all these bad aspects, he is such a harsh grader. I would not take his class ever again."
Business,298,Cornell University,Todd,,Schmit,748119,3,good,TEACHER,PROFESSOR,4.8,5.0,5.0,,"He is a great professor, show up to class, do the work and you will do just fine in the class.","most amazing man ever, maybe not the greatest professor but really cares about his students","While Schmit definitely made this class harder than his predecessors, he has made it clear that he knows his stuff and wants us to learn it very well. He may seem strange but he is definitely willing to help you - his door is always open."
History,298,Cornell University,Casey,,Schmitt,2744426,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Mathematics,298,Cornell University,Brock,,Schmutzler,2624393,15,poor,TEACHER,PROFESSOR,1.5,4.0,4.0,,This class is super time consuming and hard. The instructors expect you to know most about calculus before this class. If you don't know what you're doing they expect you to learn on your own through the textbook. The Math Learning Center was really helpful because Brock and the other instructors were not.,USELESS. DOESN'T CARE FOR THE HEALTH AND SAFETY OF HIS STUDENTS. WOULD RATHER HAVE THE MEAN GRADE OF AN EXAM REMAIN AT 84 BY KEEPING AN IN PERSON FINAL THAN GIVE AN ONLINE ONE IN THE MIDST OF A SPIKE IN COVID CASES ACROSS CAMPUS.,"The homework is unnecessarily difficult. He is unnecessarily strict. Definitely loved my section teacher, but the pre-class activity was way to different from the weekly homework. I would rather deal with 1440 ten times over than go to one more class :)"
Sociology,298,Cornell University,Landon,,Schnabel,2703388,2,good,TEACHER,PROFESSOR,4.5,5.0,5.0,,"Interesting guy, but the material in SOC 1101 is pretty common sense. His lectures were funny and engaging. The TAs are the ones giving feedback, but they're super lenient graders. The answers for the reading quizzes are word-for-word in the readings, and they're open-note.","The class was easy very straight forward, no exams instead 2 weekly quizzez and memos (1 page papers) were assigned. Grading wasn't hard on memos and quizzes were easy can get away with skimming the readings","Professor Schnabel's lectures were always well organized and detail oriented. He posted the lecture slides with notes on them before lecture so students could really listen during lecture and take their additional notes. Very flexible in terms of grading and due dates but if he begins to feel taken advantage of, privileges will be lost."
Computer Science,298,Cornell University,Fred,,Schneider,351709,17,average,TEACHER,PROFESSOR,2.6,4.5,4.5,,"This is only time I say ""worst professor ever and worst course ever"" when I rate a professor and a course. Extremely arrogant, disrespectful to students. The course content is totally dry and far outdated. HW and projects grading criteria is utterly unclear (deduct you 20% for a typo). I can't imagine I am paying 15k to take such a disaster course.",The professor is super smart and condescending. Course delivery is vague. Worst professor ever in four years.,"He has the most monotone voice ever. Also, he does not understand how to map students scores to grades. In one assignment, the median was 5/35 and he did not curve it."
Engineering,298,Cornell University,David,,Schneider,2040799,7,poor,TEACHER,PROFESSOR,1.7,4.0,4.0,,Disastrous,Can not teach to save his life!!! Very disorganized. Seems to be an introvert but don't know how to transfer knowledge to students. Sometimes makes mistakes himself and loves to just read off of the slides. Take him if you want to spend X4 hours learning everything yourself. Very pissed at myself for taking his class. Arggghhh,"I have had so many courses at Cornell and his course is absolutely the worst. His lecture is just a waste of your time. Tons of homework and strict requirements of your format but his slides are below even a kid's performance. If you want to learn how to waste someone else's time, go take it!"
Natural Resources,298,Cornell University,Rebecca ,,Schneider ,2029857,1,good,TEACHER,PROFESSOR,4.5,4.5,4.5,,Rebecca is invested in this subject and her students. Best class I've taken at cornell even though is was a 9:05 ,,
Economics,298,Cornell University,Henry,,Schnieder,1760656,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,Prof Schnieder is great!  I learned so much very quickly.,,
Education,298,Cornell University,Dawn,,Schrader,1041161,14,average,TEACHER,PROFESSOR,3.1,5.0,5.0,,"Best prof ever!!! This was my favorite class this entire semester, and she's so personable & well spoken! Yes the seminar once a week was long, but she baked us brownies & bought snacks every week :') The course was also extremely interesting and helped us imagine what a world would look like when technology gets more predominant. Take her class!",Awful class! bad teaching,"Lectures can be a bit long at times, but Prof. Schrader is one of the best professors at Cornell. Unlike most professors, she will readily make changes to the syllabus based on student input, and makes herself incredibly available to students - especially for the group project. It's a 4-credit course and people underestimate the work it requires."
Chemistry,298,Cornell University,Frank,,Schroeder,1190770,3,average,TEACHER,PROFESSOR,2.5,5.0,5.0,,"Not sure where the negative comments come from.  I found this class to be excellent, and Prof. Schroeder was EXTREMELY accommodating and helpful.  Sometimes the lectures were a bit dull I guess, but overall I feel that I learned a ton from him and really enjoyed the class.",Very bad,"I had a horrible experience with this professor. I felt like I am attending his group meeting. Very arrogant and doesn't care about student learning, always try to show how smart he is, but he is not. Avoid this professor if want to learn NMR and to keep the faith in chemistry."
Communication,298,Cornell University,Jonathon,Paul ,Schuldt,1767222,5,good,TEACHER,PROFESSOR,4.8,5.0,5.0,,"Such a nice, cool guy. Social influence and persuasion was one of my favorite classes at Cornell. It is so easy to learn in his class because of the way he lectures. Just has a great and interesting way of speaking about the topic. Def recommend","I really enjoyed this class. He's a clear lecturer, and I feel like we had a fair amount of work. He's kind of cute too",Such a great professor. Thought every lecture had interesting parts even if that day's particular topic happened to be a little boring. Works hard to engage the students and brings sense of humor to keep the class fun. Learned a lot. Big group project throughout the semester but he paces it well so it's never overwhelming.
Economics,298,Cornell University,Richard,,Schuler,241816,29,poor,TEACHER,PROFESSOR,2.2,4.0,4.0,,"Buehler? Buehler? I had and have no interest in economics. But miraculously, the guy is able to create an inkling of interest for the sole purpose of killing it. Absolutely mind-numbing.","Incredibly boring. Hard to understand, and he talked about the most irrelevant and random things during lectures. I went to maybe half the lectures and half the sections (TA didn't speak English), did all the textbook reading/psets on my own, did the extra credit, and got an A.",The worst professor I've ever had at Cornell.
Economics,298,Cornell University,Bill,,Schulze,135538,29,average,TEACHER,PROFESSOR,3.4,5.0,5.0,,"Interesting class on sustainable business. Bill tends to go off on tangents, but he has a super interesting background and is able to provide insights regarding his own research to topics brought up in class. Super easy A, take home midterm, and final presentation is simple and he allows you to choose your own groups. Take this class. Easy A",Taught us about love in econ terms and was interesting to listen. Prelim questions are all multiple choice and covered during lecture. Didn't do the readings but still understood everything.,Not a very good course on behavioral economics. There's barely any teaching and the only thing that composes the grade are two joke assignments that are scored rather unusually (relative to other students' work). The best thing about this class was the labs; but that doesn't make up for the quality of the course.
Psychology,298,Cornell University,Jennifer,,Schwade,739712,15,average,TEACHER,PROFESSOR,3.5,5.0,5.0,,The material itself was interesting but her lectures were unbelievably boring. She is really nice though.,"Tests are 95% writing/essay-based. Read BEFORE coming to class, Schwade goes over and clarifies all the readings, so understanding what she's referencing makes comprehension much easier. This helps on exams. She gives study guides, which helps with studying and being prepared (if you've put in the work). Often dry/sleepy lectures.",Her lectures are pretty boring and they made me lose interest in the subject. She is also very disorganized and does not seem to be well informed.
Mathematics,298,Cornell University,Steve,,Schwager,285693,11,average,TEACHER,PROFESSOR,2.9,5.0,5.0,,"Lectures:  poor, condescending, boring.  Homeworks:  lengthy, tedious, uninformative, nit-picking.  TAs: variable.  HW sneaker-net was demoralizing.  Exams:  races against the clock.  Instructors demeanor:  arrogant, unhelpful.  Chewed out the class because someone's phone rang and he didn't look at his watch.  Lame.  Always late for class.  Awful.","This class is the worst class I have taken at Cornell in 3 years. The lectures are strictly powerpoint, and boring beyond belief. The problem sets are unnecessarily long (8-10 hours/week) and relatively useless. Tests are not fair, objectively. He seems to have no clue how everyone in the class is doing. That being said, he is a very nice person.","The class is nothing like it was supposed to be last year, but is still very manageable as long as you put in the effort.  Schwager's lectures are long and boring and he often goes into depth on really trivial things, but as you go on it gets more interesting.  Tests and homework are very fair and there are plenty of opportunities for redemption."
Computer Science,298,Cornell University,David,,Schwartz,56605,52,average,TEACHER,PROFESSOR,3.1,4.0,4.0,,"I truly enjoyed this class. I'm not sure the lectures were terribly useful (are they ever?), but I kept going to class anyway because this guy is geeky and hilarious, and his love of what he does is infectious. I didn't think it was that hard, but CS100 is a weed out class so some people will find it way too hard.","the subject matter of this class should be interesting (and is, when you just do it on your own), but his lectures are completely useless. I would say he's one of the worst teachers I've ever had. He seems like a nice man though.","Great guy- head of the game design initiative. Gives you many opportunities to study different things in his class, and you learn a lot about many aspects of computer science. He's totally random, so if you're the kind of uptight student that can't stand professors having fun with the material and class, you wont like it(see reviews below)"
English,298,Cornell University,Daniel,,Schwarz,411812,14,good,TEACHER,PROFESSOR,4.2,5.0,5.0,,"Schwarz is incredible. Even though he's been there for 50 years, he's accessible outside of class and cares about all his students. He can be self-absorbed sometimes but it can be funny. Most knowledgable professor I've had at Cornell. You can get away without reading some books but makes class more difficult/boring.",Great sense of humor. Wise and kind.  ,He is just brilliant. 
Literature,298,Cornell University,Anette,,Schwarz,740761,8,good,TEACHER,PROFESSOR,4.8,5.0,5.0,,"I took this course during my high school summer and I am a freshman at Cornell rn. Among all the courses I have been taken so far, Prof. Schwarz's GERST 2250 is my favorite. I began to LOVE reading because of the course. A very inspirational, life-changing course to me.","This class was incredible, it was very informitive on German culture and the small number discussion format was both enjoyable and an awesome way to engage course readings. Dr. Schwarz is a very good professor very versed in her field, who truly cares about the well being of her students and will tailor course readings to class interests.","I just finished Prof Schwarz's summer college program--Genius and Madness in Literature. The course is fascinating, and her feedbacks to our discussions are very inspiring. I'll always remember her wisdom and humor."
Engineering,298,Cornell University,Norm,,Scott,1247322,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,Very nice person. Very accommodating.,,
Entomology,298,Cornell University,Jeffrey,,Scott,2448379,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Out of all of the classes I took at Cornell, this class has been the most rewarding and eye-opening. It is a fairly easy 2-credit class, but it has significantly challenged my opinions on pesticides. He's truly HILARIOUS even when he doesn't try to be, so his lectures are always engaging. Very good at explaining concepts and organized. TAKE IT!",,
Economics,298,Cornell University,Daniela,,Scur,2698369,1,good,TEACHER,PROFESSOR,4.0,5.0,5.0,,"Literally the best professor I've ever had. Super charismatic, very intelligent, and incredibly empathetic. She was there to help me with her course and my other problems when no one else would. Her class was fun and I liked that she gave me opportunities to discuss and explore interesting topics. We need more professors like her. She's outstanding","Scur is a fantastic professor for a really tough class. The material is dry and the class takes a lot of work, but the professor is understanding, clearly very intelligent, and a good lecturer. She has a very cool background to inform her lectures and is engaging to talk to!",
Physical Education,298,Cornell University,Kevin,,Seaman,2334761,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Biology,298,Cornell University,Jeremy,,Searle,1801966,3,good,TEACHER,PROFESSOR,4.7,5.0,5.0,,"Best class I ever took at Cornell. Tests are exactly what you study. The more you study, the higher your grade. No ridiculous amount of studying required, but you'll still need to study. Lectures are full of pictures and cool videos of animal behavior, & are really enjoyable. Jeremy Searle is a super nice and caring British guy. Everybody loves him","Jeremy was great and I loved his shrew jokes and ofc his accent. 1780 is unique with its active learning approach, so there are a lot of in class activities within groups and small grading assignments throughout the year, putting less pressure on prelims. Class was basically memorization. You put in the work and memorize it you get an A.","This course is quite easy for a biology course at Cornell. Prof. Searle is incredibly helpful and nice if you ever go to his office hours. The class has many guest lecturers throughout, which keeps things interesting. The course has iClicker questions for each lecture that affect your grade. Great course, great professor!"
Classics,298,Cornell University,Matthew,,Sears,894715,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,No Comments,,
Biology,298,Cornell University,Thomas,,Seeley,164982,11,good,TEACHER,PROFESSOR,4.4,5.0,5.0,,"Dr. Seeley is one of the best, most inspirational professors I've had in college.  He cares so deeply for his students, and knew all our names before the second lecture of the semester.  Truly genuine, and the prototypical professor.  Simply put, one of the best professors at Cornell.  ",Wonderful prof!  He's very calm which is I guess that's why people fall asleep and he's good at explaining things.  He also has a charming sense of humor and tells interesting relevant anecdotes (the story about maple syrup....),"the professors for this class are good overall, but the exams in this class are just unfairly difficult, especially if you're not in the section. It seemed really interesting at first, but after prelim 1 the class skyrockets in difficulty and becomes just plain boring. Don't waste your time taking this class if you're a Bio major not in neuro."
Psychology,298,Cornell University,Harry,,Segal,163181,79,good,TEACHER,PROFESSOR,4.2,5.0,5.0,,"Nice guy, and can be a fairly engaging lecturer, but is sometimes underprepared. Also, as the year goes on, his lectures become more and more of him just reading us verbatim the readings we had already been assigned to read. Nice guy though, and often funny.","Great guy, exceptional class","Ok he is funny but also weird. His lectures are interesting. When it comes to Freud and psychoanalysis he is the man. But, when it comes to the brain he kind of just reads off PPT slides. He assigns a lot of reading from his textbook, Freud's book, Hamlet, and a book about Schizophrenia. BUT he makes up for it with his charm."
Biology,298,Cornell University,Rebecca,,Seguin,2154783,3,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,"This class is easy and interesting! The teaching team is so caring and passionate about the subject. Overall, such a great class.","Nice professor and generally good class, content is kinda dry and one-sided for those really passionate about public health. show up, ready the book and  you'll do well",Passionate and smart professor; great class overall.
Physics,298,Cornell University,Kathy,,Selby,1279686,11,good,TEACHER,PROFESSOR,4.9,5.0,5.0,,"What everyone's said is true. She might first seem a little scary bc she's brilliant but she's not scary. She's hands down one of, if not the BEST professor I've ever had so far at Cornell. She listens to every question and answers, is seriously prepared for every lecture, and makes all her tests fair. 10/10 would take another class just for her.","One of the best professors I have had at Cornell. She makes a subject as daunting as Physics not so scary! Her lectures are very engaging. She will do multiple demos in one lecture. This is a course that definitely requires you to go to lecture, but she explains her lecture slides so well. Her exams are also very fair.","Amazing professor. Entertaining, easy to understand, and explains material clearly. Class isn't too much work and exams are very fair. Class is not graded on a curve, which creates a collaborative learning environment. Only used textbook for homework problems. You do need to attend class, though it isn't very boring."
Languages,298,Cornell University,Stefano,,Selenu,1637496,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,Benissimo,,
Fine Arts,298,Cornell University,Jim,,Self,185518,6,good,TEACHER,PROFESSOR,4.5,5.0,5.0,,Love Jim!!! I took his Beginner's Dance Comp class freshman year and now I can't wait to take Intermediate Dance Composition with him next semester!! Such an awesome guy! The class is tons of fun and really opened my eyes to all types of dance!,"Professor Self is an amazing teacher, easy grader, and awesome guy! I definitely recommend his class to anyone even remotely interested in dance! You will have SO MUCH FUN!",Great but sometimes weird..
Computer Science,298,Cornell University,Bart,,Selman,154695,17,poor,TEACHER,PROFESSOR,2.1,4.0,4.0,,"One midterm + final, in person. Very badly organised class, TA's not great either. Class website wasn't set up for weeks & the canvas isn't properly organised. Three hw's, two right before midterm & one before finals. Dry lectures- he's very into the material and uses textbook. I dropped because I failed. Grad element: extra essay with no context","I have never taken a class this organized. First hw answers wasn't posted until a day before midterm. The midterm was basically the same as last years so half the class got 100s. Only 2 hws total, 3rd made extra credit bc it was due during finals. No practice questions for the exams after promising some. Nothing really to study from at all. A joke!","Incredibly disorganized. Boring, repetitive lectures on interesting topics. Put me to sleep every time. Lectures are vague and about the history of whatever we're discussing, but have no substance. Then the tests and homework are technical, which is unfair. Would not recommend"
Animal Science,298,Cornell University,Vimal,,Selvaraj,1614983,35,average,TEACHER,PROFESSOR,3.0,4.0,4.0,,"This is a weed-out course. It's a fast-paced, jam-packed class, but it is NOT an unfair one. If this class is too difficult, then it's done its job. Vet school will be no different. Take good notes during class. Selvaraj's slides aren't something you can review five minutes before an exam. Material was always interesting.","This is a weed-out course, and Selvaraj teaches it as such. His lectures are incredibly fascinating and his interest in the material is engaging. The class content is dense, but not unreasonably so. His questions can be nichethe multifaceted nature of the subject matter allows for it. You have to work for the A, but it is perfectly obtainable.","It' obvious that Dr. Selvaraj is very knowledgeable in his field, however, he's not great at explaining concepts for an intro-level course. Lecture slides barely had text on them so attending and recording lectures is a must to get all of the information needed. Quizzes would be helpful if they tested overall knowledge instead of trivial fun facts."
Mathematics,298,Cornell University,Shankar,,Sen,560507,24,average,TEACHER,PROFESSOR,2.8,5.0,5.0,,"Just NEVER take his class if you are not a pro in the material yourself. Even you spend as much time as you can in his class, you end up understanding nothing sound due to his poor organization of the class",He assumes that students in the class are as smart as him and understands what he wrote in one pass. (Sometimes he gets mad when people ask him to reiterate...) Exams are stress tests and not good indicators of how much you learned - There were people getting straight A's in Graduate Algebra that once failed his Undergrad Alg class and dropped...,"Professor Sen is a smart person, but is horrible at explaining concepts. His handwriting is very messy and he often gets lost and confused while lecturing. He doesn't reference notes while lecturing so there are often many mistakes, but he gets confused when trying to correct them. The tests were extremely difficult."
Computer Information Systems,298,Cornell University,Phoebe,,Sengers,518980,9,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,"I love Professor Sengers and her lectures are incredibly enriching, but 4240 frustrated me. There is a lot of busy work, the miniprojects don't deserve to be called ""mini"" (big time commitment), and you're at the mercy of the TA graders who fluctuate between lenient and excessively picky. There's a difference between challenge and blind luck.",Adore her. The assignments are NOT too much work. They seem like a lot of work because they're exercises in thinking from an exploratory lens rather 'what can we do with what we know and currently have' perspective that everyone is used to. I learned to be more empathetic and creative in my general life because of this class. -Non IS major,"The class has very arbitrary grading metrics, based off English- but not really. Lots of reading that doesn't really need to be done. Too many assignments are busy-work. Really brings to light the idea that IS is a joke- even though it isn't, this class is.  I recommend taking a different class. Teams & Tech is wonderful for example."
Literature,298,Cornell University,Sarah,,Senk,842345,7,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Absolutely the best prof I've ever had. Engages you with the material, not simply because she cares about it (she does), but because you have realized YOU care about it. Every class was a pleasure. She generates great classroom atmosphere, and more than anything will make you write better. Great at teaching close reading of text. And hot to boot!","really great, very helpful. definitely improved my writing.",Very Intelligent. Very Engaging. Very HOT.
History,298,Cornell University,Victor,,Seow,2050002,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Economics,298,Cornell University,Anuk (pin),,Serechetapongse,1798287,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,Pin is a flawless T.A. and by far the best that I've ever encountered at Cornell! I learned so much more in discussions and office hours from her than all of the professor's lectures combined! The level of dedication from Pin is definitely worthy of exceptional praise! It's unfortunate that she's graduating this year though :(,,
Science,298,Cornell University,Suman,,Seth,828044,13,good,TEACHER,PROFESSOR,4.7,5.0,5.0,,"Professor Seth is the best professor at Cornell. It's just true. He challenges you with heaps of reading and writing, but if you do the work, you'll gain a lot. All majors will learn more than they bargained for in his courses. Visit his office hours. Though he gives awesome lectures, he's not as intimidating as he originally comes across.","If you can't write 2 page essays in the blink of an eye with detail and read about 100 pages of intense works also don't take his classes. Although he is a great lecturer and desires for students to ask questions, I would never retake this class. There isn't much help aside from the TAs and him saying learn how to write","Best professor ever! He's so smart and clear - get to know him, he's pretty nice. I recommend all premeds to take this class and understand the history of medicine. Class workload is definitely not light, but it's so much fun! And the class curve is pretty good, because he doesn't screw you over."
Philosophy,298,Cornell University,Neelam,,Sethi,64479,19,poor,TEACHER,PROFESSOR,2.4,4.5,4.5,,She was a pretty ok teacher I prefer the TA Alex Esposito better though. I took this over the summer pretty good class.,(NOTE: I dislike philosophy; don't let my review unduly bias you) Neither very inspiring nor amusing. Fastidious and sometimes hard to understand her grading criteria - could be more of a grader's problem.,"She's really super nice, and if you show her that you care she will help you. Show her that you are here simply for a grade, and she will not feel obligated to help you at all. Basically, if you take the class for the right reasons, she'll be an excellent professor."
Engineering,298,Cornell University,Charles,,Seyler,563599,7,good,TEACHER,PROFESSOR,4.8,5.0,5.0,,"Very clear lecturer, if you go to class and put in some degree of effort, youll learn the material and do well in his courses. He wants everyone to succeed.",Good professor but lame class. Definitely a nice guy--helps you when needed.,Really good at showing you how to solve problems step by step.  He uses more difficult examples and it really helps on the homework.  The problem sets he assigns are a bit tedious but in the end you do end up learning a lot.  This class is part of the reason I decided to switch majors!
Accounting,298,Cornell University,Margaret,,Shackell-Dowell,1282909,3,average,TEACHER,PROFESSOR,2.7,5.0,5.0,,Definitely a great professor for Financial Accounting course !,"Worst professor ever, totally helpless, act nice at class but act mean after class(which is really scary), all in all, she is a mean person,she does not deserve to be called as PROFESSOR.",No Comments
Psychology,298,Cornell University,Reza,,Shahbazi,1843157,3,good,TEACHER,PROFESSOR,4.5,4.5,4.5,,"Reza is a great person. Not only is he extremely smart but he is very helpful and is always ready to clarify. He is also very friendly and approachable, so ask for help if needed. Some of material is pretty complex but it's very interesting. The essays can be a little hard but they are definitely doable with effort. I highly recommend the class.","Simply put, Reza is a genius. He knows everything about everything and is quick to help out his students. His guidance and understanding of the general plight of the undergrad are uncanny and although his topics are incredibly complex I highly recommend taking his class. I recommend chilling with him during OH and talking about everything but class",Overall very happy.
Near Eastern Studies,298,Cornell University,Abdel-Fattah,,Shahda,2694792,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Chemistry,298,Cornell University,Shelby,,Shankel,2588837,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Asian Studies,298,Cornell University,Wenteng,,Shao,1344382,2,good,TEACHER,PROFESSOR,4.8,5.0,5.0,,"Shao Laoshi is demanding, but her classes will teach you a lot, and she is always willing to help. She's also very funny. Make sure you keep up with the work - she has many small assignments.","She's awesome...she's helpful, funny, and really wants you to do well. Definitely recommend her section.",
Communication,298,Cornell University,Mike,,Shapiro,313384,12,average,TEACHER,PROFESSOR,2.7,4.0,4.0,,"A decent class. With the interesting topic of the class, however, lectures still tend to be boring and material is redundant.","I took this class because I am a media comm major and psych of entertainment media sounded like a really interesting topic to study. However, Shapiro completely kills this class. He manages to make this topic that should be interesting, boring and his comments in class sound distinctly anti-women. I would not recommend this class to anyone. ","lecture topics are interesting (images, youtube videos), even though the slides are pretty dry and self-explanatory. quizzes every wed make up most of your grade and a final--neither which require too much studying (a lot is common sense as well). sometimes we break into groups, but the activities aren't that helpful. nice guy."
Literature,298,Cornell University,Gavriel,,Shapiro,893006,6,average,TEACHER,PROFESSOR,3.0,5.0,5.0,,"Talks about the university the author went to, the random people the author met, the random Russian authors the author drew inspiration from, all leading to 40 minutes of lecture that really adds nothing to your essays. On the other hand, course load is very chill, participation is almost optional, and essays are mainly graded on grammar.",Very knowledgable and inspiring. Highly recommend. ,"Thought he was a great professor. Class had a LOT of reading.  However, he spent the first half of the class introducing the history behind the novel, and the second half was discussion (often less than half because his introduction would consume more time) which left little time to discuss and therefore you did not have to participate every class."
Science,298,Cornell University,Jim,,Shapleigh,11369,5,good,TEACHER,PROFESSOR,3.6,5.0,5.0,,"His lectures are really monotone and boring. The only thing fascinating about his lectures was the way he said ""fructose"". One positive is that he made the material applicable to bio majors, especially in the context of disease and disorders.","His slides can be a little dense but overall informative. Unfortunately, he can be a little monotone and his lectures are therefore boring.",Shapleigh is one of those professors who knows how to balance helping students out and letting them solve problems independently.  He was a Godsend in our purple non-sulfur bacteria project.  Definitely recommend this course if you're into microbiology.
Biology,298,Cornell University,James,,Shapleigh,2607824,2,good,TEACHER,PROFESSOR,3.5,4.0,4.0,,"Of the three professors teaching 1440 during the FA 20 semester Shapleigh was not the best. That being said, he was very accessible outside of class with extra office hours and his test questions tended to be drawn from lecture. His lectures sometimes strayed from relevant content but his inclusion of pathophysiological studies was interesting.","Professor Shapleigh was the best professor I had when I took BIOG 1440. His powerpoints were the most organized and I felt that he explained the concepts best. The class is very memorization heavy, so it was difficult, but I think he did a good job",
Physics,298,Cornell University,Rahul,,Sharma,1992945,1,average,TEACHER,PROFESSOR,3.0,,,,He was the TA for a lasers course I took. His accent was a bit hard to understand. The course was really tough and he seemed willing to help. But it was difficult to understand him. He showed care and good command of subject though.,,
English,298,Cornell University,Harry,,Shaw,594229,10,good,TEACHER,PROFESSOR,3.8,5.0,5.0,,He is a remarkably sage man who very willingly hands out A's. There isn't much not to like.,"One gets the sense that Shaw actually knows the characters in the novels that he so lovingly teaches. For years he has spent his waking hours making keys to their souls, and his assessments of them are thorough. Show him an appetite for learning, and he will feed you handsomely.","Cares about his students. Passionate about his subject. Prof Shaw uses colloquial language in highly inventive ways and is a pleasure to listen to. His courses are like a rich stew, made of equal parts erudition and love. Sit back and soak up the broth."
Biology,298,Cornell University,Kerry,,Shaw,1410409,3,average,TEACHER,PROFESSOR,3.2,5.0,5.0,,"Professor Shaw is, to put it mildly, inspiring. Her lectures in the course are fantastic. She is very approachable outside of class. One of the most sincere professors I've had at Cornell.","In the middle of the class, she taught us a lot of very basic evolutionary theories that we had already gone over with previous professors in the class.  If you had taken Bio1780, the vast majority of her material was totally review.  She seems not to realize that most of us already understand basic evolutionary ideas.","Prof. Shaw seemed very unresponsive to emails, as were her tas, while many of the lecturers for this class were very good, she was not, her lectures were boring and were not captivating."
Hotel & Restaurant Management,298,Cornell University,Alison,,Shea,2495177,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Very caring and reasonable professor. You will get an A if you attend class, do the readings, and complete the homework assignments, of which there are many.",,
Electrical Engineering,298,Cornell University,James,Richard,Shealy,182251,22,good,TEACHER,PROFESSOR,3.6,5.0,5.0,,"Tough but fair, fast-moving through material but always available to discuss.","3150 is one of the hardest ECE courses at Cornell, and there is a lot to get through. Shealy has to go fast, but he really cares that we learn from him and understand the material. The homework and labs are tough and time-consuming but they reinforce the material really well and solidify our analog circuit skills. In OH Shealy is super helpful too.","Honestly a great professor. Teaches the Intro Circuits class very well, doesn't waste time during lectures. Can tell he really cares about ensuring that you're getting your money's worth from the lectures, so they end up being quite dense and fast paced. Has hilarious comments he'll make during class. 2100 is hard b/c of material, not b/c of him."
Political Science,298,Cornell University,Martin,,Shefter,283246,17,poor,TEACHER,PROFESSOR,2.5,4.5,4.5,,"DO NOT TAKE THIS CLASS. Shefter is horribly boring and has no personality; moreover, he systemically goes on unintelligible tangents which only detract from this course's non existent value. He's a poor teacher, has no identifiable grading structure and its over-dependent on his TA's and the textbooks. The TA was neurotic, formalistic and semantic.",Most boring man on the face of the earth whose lectures are useless. Get to know the TA -- your grade depends heavily on doing so.,horrible class and person. don't know cornell has so many poor profs
Languages,298,Cornell University,Jens,,Shelhammer,836080,2,average,TEACHER,PROFESSOR,3.2,5.0,5.0,,Often rude and unclear on what he wants. What I found most annoying is that he would never be found during office hours.,"Great class, very nice professor. The books were rather interesting. Highly recommended.",
Economics,298,Cornell University,Karl,,Shell,1895460,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,Best prof ever.,,
Engineering,298,Cornell University,Xiling,,Shen,1684917,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
