tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,review
Communication,298,Cornell University,Amy,,Voida,1748140,1,poor,TEACHER,PROFESSOR,2.0,,,INFO2450,"Amy Voida's structure of the class made it very easy to do well in. It involved a lot of reading, but she told you exactly what was on the exams. The class used a lot of blogging. She has this obsession with groupwork during lecture, and having students bring up and discuss concepts in the readings, which only works if everyone in the class reads."
Anthropology,298,Cornell University,Tom,,Volman,813845,13,average,TEACHER,PROFESSOR,3.0,4.5,4.5,ANTHR2215,"Really great guy, he is really passionate about what he is teaching. Lectures can be rambling and confusing, but they didn't really matter for your grade. No tests just short papers every few weeks and two longer ones. Not an easy A but an easy B. It does take extra effort to get those final points, but average work will get you a B.  "
Anthropology,298,Cornell University,Thomas,,Volman,1173684,3,good,TEACHER,PROFESSOR,3.7,5.0,5.0,ANTHR1101,"Professor Volman is super nice and caring. If you need an extension, he will give it to you as long as you tell him a valid reason. He's really passionate about anthropology and really does care for his students. I would take any class with him again."
French,298,Cornell University,Yen,,Vu,2017564,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,COS126,Great
History,298,Cornell University,Hoang,Minh,Vu,2368556,1,poor,TEACHER,PROFESSOR,1.0,,,HIST1200,"Honestly one of the worst 'teachers' I've had here at Cornell; very self-righteous, arrogant, and unapologetic with his opinions and never seeks to understand his students' point of view. I do not recommend taking ANY classes with him, unless you want to be continuously discouraged the entire semester"
Management,298,Cornell University,Paul,,Wagner,141404,9,good,TEACHER,PROFESSOR,4.5,5.0,5.0,HADM3850,"The class ultimately underwhelmed my expectations, and I came away not knowing too much more Business Law than when I went in.  The cases are interesting and fun to read, and Prof. Wagner is a good lecturer, but concepts are sometimes a bit vaguely explained and the tests are graded really harshly.  Decent class, but tough grading."
Engineering,298,Cornell University,Aaron,,Wagner,1658929,7,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ECE5620,"One of the best in the ECE department. Obviously an expert in information/communication theory. Took data compression with him; was challenging, but rewarding. Always willing to help during OH. Lectures are very clear and well planned out. Workload is moderate, but exams can be difficult."
Mathematics,298,Cornell University,Lars,,Wahlbin,482546,8,average,TEACHER,PROFESSOR,2.9,4.0,4.0,MATH3230,"Embarrassingly bad. If he taught any other subject you would litetally not believe it, you would think someone was pranking you. Inaudible past the 1st 3 rows, thick accent, and total disregard to how well the material is being understood. Class has more linear algebra than differential equations, and homeworks are impossible without TA help. F-."
Arts & Sciences,298,Cornell University,Geoffrey,,Waite,2634446,0,zero,TEACHER,PROFESSOR,N/A,,,,
Literature,298,Cornell University,Geoffrey,,Waite,270963,26,good,TEACHER,PROFESSOR,4.0,5.0,5.0,ROMS6255,"I'm a freshman and have read some philosophies in my high school. But there's something I wanted to figure out when I got into college at first. Geoff's class would let you change. If you want to understand what's going on in this hell world, just follow his guide to read some books, think about what to ask, and prepare to become a true communist."
Science,298,Cornell University,Charles,,Walcott,99055,39,good,TEACHER,PROFESSOR,4.1,5.0,5.0,BIONB2100,Very witty and entertaining lecturer.  Doesn't hurt that his material was some of the most interesting of the class.
Chemistry,298,Cornell University,Jane,,Walcott,1533591,5,good,TEACHER,PROFESSOR,4.9,5.0,5.0,CHEM1570,"Love Jane! A wonderful person, professor, and friend. Thank you!!"
Hotel amp Restaurant Management,298,Cornell University,Adam,,Walden,2326475,6,poor,TEACHER,PROFESSOR,1.5,4.0,4.0,HADM1650,"This was a solid class. Definitely not my favorite at Cornell, but not as bad as people on here are saying. He is a pretty easy grader. This stuff about him being a hard grader is more about penalizing bad behavior and not accepting late work than about grading an average student's assignments. I would take another one with him."
Business,298,Cornell University,Michael,,Waldman,2603881,0,zero,TEACHER,PROFESSOR,N/A,,,,
Languages,298,Cornell University,Colette,,Waldron,407356,29,good,TEACHER,PROFESSOR,4.2,5.0,5.0,FRENCH2095,"VERY rude, sneaky, back-stabbing Prof. WATCH OUT for this lady. She'll give you attitude if you cross her, and she won't hesitate to put your grade on her guillotine. She cares WAY too much about participation, and even if you're shy and do your best to speak up here and there it's not good enough for her. If you're a native speaker she'll like you"
Mathematics,298,Cornell University,Treven P,,Wall,870989,6,poor,TEACHER,PROFESSOR,2.2,,,MATH103,Interesting topics covered but Treven didnt effectively convey them. I admit I didn't go to office hours knowing that he had plenty. The prelims were killers. Prepare to study to at least get near the mean.
Government,298,Cornell University,Jeremy,,Wallace,2729670,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,GOVT3044,"Prof Wallace is relatively new from Ohio or something. Super understanding, very interesting class, nice and funny guy. Would definitely recommend for anyone remotely interested in what he teaches."
Psychology,298,Cornell University,Matthew,,Wallaert,1114653,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,PSYCH255,No Comments
English,298,Cornell University,Katherine,,Wallas,2016667,0,zero,TEACHER,PROFESSOR,N/A,,,,
Science,298,Cornell University,Maureen,,Waller,456394,10,good,TEACHER,PROFESSOR,4.0,5.0,5.0,PAM4160,"Great professor, very enthusiastic and knowledgeable about inequality, poverty, race, and families. Classes are mostly discussion based, so participation based on readings (which is pretty heavy, but very fascinating) is crucial. This was easily one of my favorite classes at Cornell, and one in which I learned a ton."
Hospitality,298,Cornell University,Kate,,Walsh,379649,7,good,TEACHER,PROFESSOR,4.6,4.0,4.0,HADM1115,She is a nice woman but a little annoying. The tests are basically straight from the book and she gives ppts and handouts that are helpful.  Shes a solid teacher
Sociology,298,Cornell University,Marygold,,Walsh-Dilley,1463876,3,good,TEACHER,PROFESSOR,4.3,5.0,5.0,UHON204,"This class is tough. I'm an A student, and I have gotten B's on every essay. She might have let my personal beliefs affect her grading, which I don't think is right. If you are willing to take a ""credit"", this class is for you, because she won't give you an A unless you get a 93 or above."
Engineering,298,Cornell University,Todd,,Walter,568824,10,good,TEACHER,PROFESSOR,4.7,5.0,5.0,BEE473,Great Professor who genuinely cares about the students. I keep taking his classes because he is such an interesting and engaging person. Also those mutton chops are super hot
Communication,298,Cornell University,Joe,,Walther,602855,5,average,TEACHER,PROFESSOR,3.2,4.5,4.5,COMM160,"Prof Walther is nice and well respected by his students. He is very knowledgable and easily likable. I really enjoyed learning the material for the class. However, his exams were straight up hard. By far, the hardest class I have ever taken. If you're not good at test taking then, avoid! The majority of your grade is made up of exams and quizzes!"
Economics,298,Cornell University,Henry,,Wan,160880,35,good,TEACHER,PROFESSOR,3.8,4.0,4.0,ECON4510,Sweetest professor ever
Engineering,298,Cornell University,Jane,,Wang,225973,4,average,TEACHER,PROFESSOR,2.6,4.0,4.0,MAE4230,"Took Intermediate Fluids with her in Spring 11. Her first time teaching the class, so some of the flaws can be given to growing pains. But on the whole, her lectures were very general and did not really help me do the homework (arbitrarily graded because the TAs didn't have a good way of scoring them), and her tests were utterly impossible."
Economics,298,Cornell University,Fei Fei,,Wang,2295182,2,average,TEACHER,PROFESSOR,3.0,4.0,4.0,ECON3030,One of the toughest but also most rewarding classes I've taken at Cornell. By the end I had a rock solid understanding of the ins and outs of micro which prepared me well for macro and advanced electives. Lectures covered a lot of material so section with the TA is non-negotiable if you want to survive the tests.
Business,298,Cornell University,Brian,,Wansink,789402,6,good,TEACHER,PROFESSOR,3.8,4.0,4.0,AEM3440,It's a class that is worth waking up early for... He also gives you tons of extra credit opportunities so getting an A is not too difficult.
Biology,298,Cornell University,Melissa,,Warden,2152001,2,good,TEACHER,PROFESSOR,4.5,4.0,4.0,BIONB4370,"She is a great lecturer, very knowledgeable in her field, and really cares about her students. She's very friendly and easy to talk to. This class was not difficult (no tests)  and was mostly about getting upperclassmen to become very comfortable with critically reading scientific literature"
Engineering,298,Cornell University,Zellman,,Warhaft,880763,6,average,TEACHER,PROFESSOR,2.8,4.0,4.0,MAE4020,He's a good teacher. Focus and pay attention because he writes and talks fast. It's a good class and he will help you if you work for it or go to him. Too bad he's retiring from cornell :( 
Architecture,298,Cornell University,Val,,Warke,1183755,1,good,TEACHER,PROFESSOR,4.5,4.5,4.5,ARCH501,"As long as you are able to follow his line of thought, he is very very insightful. He just goes on a tangent and eventually makes his point."
Theater,298,Cornell University,Sara,,Warner,552375,9,good,TEACHER,PROFESSOR,4.8,4.5,4.5,PMA3755,"Sara is an amazing teacher, and anyone with an interest in any form of social justice should definitely treat themselves to one of her classes. You will read a LOT and have extremely in depth conversations and all of it will be worthwhile. She's charming, dynamic, helpful, and passionate about her subject and her students."
Asian Studies,298,Cornell University,Ding Xiang,,Warner,848794,13,average,TEACHER,PROFESSOR,3.1,4.5,4.5,CAPS3307,"take this class if you want to have a terrible semester, with a boring teacher"
Social Science,298,Cornell University,Mildred,,Warner,1143735,10,poor,TEACHER,PROFESSOR,2.3,5.0,5.0,CRP4160,"In our class, most of us were disappointed because Mildred hides behind City and Regional Planning when in reality she is not a planner and has no interest in this field. Terrible class overall."
Classics,298,Cornell University,Jonathan,,Warner,2607819,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,CLASS1531,"I had Jonathan for the FWS CLASS 1531- Greek Myth. We read directly from the Iliad, the Odyssey, and the Aeneid. There were 5 essays total, and I found them fairly easy and straight forward. I enjoyed Jonathan, as he was a nice person, but the actual in class discussions were a little dry sometimes."
Civil Engineering,298,Cornell University,Derek,,Warner,1272529,4,good,TEACHER,PROFESSOR,4.2,5.0,5.0,CEE4725,"Warner is among the best lecturers in CEE. He really cares about his students, and all of his lectures are extremely well done. I feel like I learned a lot of valuable stuff. The one TA for this course was spread really thin though. Really needed to go to office hours to do well, but few office hours were available."
History,298,Cornell University,Margaret,,Washington,896889,6,average,TEACHER,PROFESSOR,3.2,4.5,4.5,HIST2512,"Her class is very lecture heavy (you cant miss em) and her tests are heavily based on them and on the readings. a lot to read as well, but if you read the week readings before the classes they help balance all the information well. hard grader but everything is found on the syllabus."
Comparative Literature,298,Cornell University,Audrey,,Wasser,1028443,0,zero,TEACHER,PROFESSOR,N/A,,,,
English,298,Cornell University,Mariam,,Wassif,1656228,0,zero,TEACHER,PROFESSOR,N/A,,,,
French,298,Cornell University,Jill,,Watson,1513009,3,good,TEACHER,PROFESSOR,5.0,5.0,5.0,FREN1,"This is an incredibly talented and intelligent professor. Her class is really, really fun and you will learn so much. It was such a pleasure for me to be in her class. Madame Watson, vous etes admirable."
Materials Science,298,Cornell University,Chekesha,,Watson,2673474,1,poor,TEACHER,PROFESSOR,1.0,,,MSE5310,The worst professor in Cornell's MSE department. (2 other students in the same class also agrees). Lectures are ill-prepared and she seems to put no effort into teaching and HW assignments
Political Science,298,Cornell University,Christopher,,Way,343917,17,good,TEACHER,PROFESSOR,4.0,5.0,5.0,GOVT3999,The lectures are great - the material is interesting and Prof Way is an engaging presenter. Topics were really interesting and one of the most useful classes I have taken at Cornell. A lot of work but it paid off.
Writing,298,Cornell University,Anna,,Waymack,2182800,0,zero,TEACHER,PROFESSOR,N/A,,,,
Biology,298,Cornell University,Randy,,Wayne,745135,28,average,TEACHER,PROFESSOR,3.0,4.0,4.0,BIO400,Boring at times; though makes a difficult subject easy. Great person - invited the class over to dinner at his house!
Social Science,298,Cornell University,Frank,,Wayno,490285,4,good,TEACHER,PROFESSOR,4.4,4.0,4.0,CEE5900,"Wayno is a likeable instructor, but this class is really boring and ineffective. Readings are long and largely uninteresting (with some isolated exceptions), and the majority of the class, by their attendance, agrees that a 2-hour lecture MoWe at 8am was not worth it at all. Would strongly not recommend this course unless absolutely required."
Computer Science,298,Cornell University,Hakim,,Weatherspoon,1547176,10,poor,TEACHER,PROFESSOR,2.4,4.5,4.5,CS3410,"Awful and unclear lectures, can only learn from textbook."
Near Eastern Studies,298,Cornell University,Makda,,Weatherspoon,1688346,7,good,TEACHER,PROFESSOR,4.8,5.0,5.0,ARAB1201,"I loved her!! Prof. Weatherspoon made the class so lively and engaging, even though it was online. She was really understanding and flexible with deadlines too. Even though participation mattered a lot, I wasn't afraid to talk or make mistakes because she made the environment welcoming and friendly. The coursework isn't designed to be hard either."
Medieval Studies,298,Cornell University,Ben,,Weber,1427106,2,good,TEACHER,PROFESSOR,4.2,5.0,5.0,MDVL1102,":) Nicest guy ever. Grades essays kind of hard, but discussion is always very animated, and the students really get to lead it. He's so into the material, it kind of gets you to be interested, too. And he's really, really helpful. Hopefully, he'll get professorship here (he's a grad student now)..."
Engineering,298,Cornell University,Monroe,,Weber-Shirk,272143,19,good,TEACHER,PROFESSOR,4.8,5.0,5.0,CEE4530,One of the best professor I had. Super passionate and caring. A lot of emphasis on hands-on learning. He's the kind of professor that really cares about your growth and would always try their best to help you. Be ready to use a lot of Python for his assignments.
Music,298,Cornell University,James,,Webster,403520,11,average,TEACHER,PROFESSOR,3.0,4.0,4.0,MUSC262,Irrelevant to todays musicology.
Sociology,298,Cornell University,Kim,,Weeden,185775,26,good,TEACHER,PROFESSOR,4.3,5.0,5.0,SOC2208,"Absolutely amazing professor and super interesting course material! Lots of reading, but its super interesting! Lectures are riveting!"
Government,298,Cornell University,Jessica,,Weeks,1249409,5,good,TEACHER,PROFESSOR,4.8,5.0,5.0,GOVT3944,Amazing professor. Take Comparative Foreign Policy with her. It was the best govt course I took at Cornell.
Statistics,298,Cornell University,Marten,,Wegkamp,2703377,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,MATH4720,great professor and class!
History,298,Cornell University,Rachel,,Weil,37207,31,average,TEACHER,PROFESSOR,3.0,5.0,5.0,HIST1230,"Although she assigns a lot of reading, if you do at least some of the work, you'll do great. Her assignments and reading might be a little intimidating at first. Class is not mandatory but definitely recommended. She always gives comments to help you improve on your work. She's a fairly easy grader. She's very sweet and cares about her students!"
Finance,298,Cornell University,David,,Weinbaum,1138435,2,good,TEACHER,PROFESSOR,4.0,5.0,5.0,FIN456,Great class. Not the easiest but you will learn a ton. Relates his stuff to the real world.
Computer Science,298,Cornell University,Kilian,,Weinberger,2254913,41,average,TEACHER,PROFESSOR,3.4,5.0,5.0,CS4780,Incredibly engaging lecturer and explains the concepts so clearly! Best CS professor I've had at Cornell
Law,298,Cornell University,Allison,,Weiner,1679995,16,good,TEACHER,PROFESSOR,4.9,5.0,5.0,ILRLR1200,"Amazing class and professor! There are weekly reflection papers, a take-home exam, and a major group project (Covid-19 breakdown). One of the best professors I have had at Cornell. Really cares about her students and will give more feedback on your papers than you write. Take a class with her!!"
Science,298,Cornell University,Pamela,,Weisberg-Shapiro,2024512,3,average,TEACHER,PROFESSOR,3.0,4.0,4.0,NS1220,"She is a caring and nice professor, but not the best professor in terms of teaching. Lectures disorganized, most of grade reliant upon group assignments that are very unclear. You learn the basics and self-explanatory concepts. Not worth taking."
History,298,Cornell University,John,,Weiss,213897,25,good,TEACHER,PROFESSOR,3.6,5.0,5.0,HIST4600,just amazing.
Linguistics,298,Cornell University,Michael,,Weiss,2147275,0,zero,TEACHER,PROFESSOR,N/A,,,,
Languages,298,Cornell University,Michael,,Weiss,639797,15,good,TEACHER,PROFESSOR,4.3,5.0,5.0,LING1100,"I took an FWS with Professor Weiss in the fall. He is extremely passionate and knowledgeable about linguistics. I am only hoping that my next FWS is going to be as good as his. He gives you good feedback on your papers, and I, as someone who doesn't like to write much, thought his prompts were very compelling. An awesome professor all around."
Anthropology,298,Cornell University,Marina,,Welker,2619646,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ANTHR2437,"Professor Welker always ensured that material was relevant to current issues and connected with students experiences in the real world. Class discussions always were lively and she allowed time for all students to voice their opinions throughout the class. Although some readings were on confusing topics, Professor Welker always was understanding."
Hospitality,298,Cornell University,Jay,,Wellman,1032599,10,good,TEACHER,PROFESSOR,4.8,5.0,5.0,HADM2225,"One of the BEST professors I have ever had! Class isn't necessary to get a good grade, but you should go anyways cause you learn a lot and cause he's so funny. Very approachable and helpful too!"
Mathematics,298,Cornell University,Marty,,Wells,346768,11,average,TEACHER,PROFESSOR,3.1,5.0,5.0,ECON3110,"Worst class Ive taken at Cornell. The lectures and homework are unrelated, no one goes to lecture because they are hard to follow and do not help with the homework, all exams come from homework from the textbook, and we only got two exams: midterm and final. If I could go back in time, I would definitely switch from this class."
Architecture,298,Cornell University,Jerry,,Wells,1166522,4,average,TEACHER,PROFESSOR,3.0,4.5,4.5,ARCH3101,"Jerry is tough, but there is an incredible wealth of knowledge to learn from him. The pace in his studio is often intense, but it all winds up paying off at the end of the semester, when you look at how much you've improved your work. He is genuinely interested in students learning. Outside of studio, his stories are often very funny."
Hotel  Restaurant Management,298,Cornell University,Bradford,,Wellstead,1921867,11,poor,TEACHER,PROFESSOR,1.8,4.0,4.0,HADM2550,"I really enjoyed Development with Wellstead. This class made me want to pursue RE development. His exams are a little unfair in my opinion, but his lectures are really interesting and he is very passionate about the subject matter. He's always available to his students and happy to help or answer questions!"
English,298,Cornell University,Sally,,Wen Mao,1800197,2,poor,TEACHER,PROFESSOR,1.5,,,ENGL2810,"I had Sally for Intro to Creative writing and I learned more from my high school classes than I learned in this one. I was very unimpressed and she doesn't know how to facilitate a discussion properly.  One-on-one, her comments are helpful, but in class, no one learned anything.  Overall, the CLASS has good reading requirements and is fairly easy."
Economics,298,Cornell University,Anke,,Wessels,1191142,4,good,TEACHER,PROFESSOR,4.1,5.0,5.0,AEM3380,"There is a reasonable amount of work required for this class, but you will learn a lot. She is a very nice professor and tries to help students do their best. Assignments are thought provoking and discussions are interesting. I enjoyed this class and benefited from taking it."
Film,298,Cornell University,Chelsea,,Wessels,2063016,2,good,TEACHER,PROFESSOR,4.5,4.5,4.5,CNPH1010010,"Wessels teaches a section of Film Aesthetics and Analysis at Ithaca College, and that's where I had her. She is a fantastic professor who clearly loves her job. Pick her section if you can!"
Mathematics,298,Cornell University,Elizabeth,,Wesson,2278094,0,zero,TEACHER,PROFESSOR,N/A,,,,
City  Regional Planning,298,Cornell University,David,,West,2094872,0,zero,TEACHER,PROFESSOR,N/A,,,,
Mathematics,298,Cornell University,Jim,E,West,2406590,3,poor,TEACHER,PROFESSOR,1.3,,,MATH2210,"Jim West is very kind and intelligent, but I fear that since he was been an expert in ""Geometric topology and infinite-dimensional topology"" for so long, he no longer really is able to teach undergraduate classes. That means he usually is unable to explain the material in a way that someone new to the material can really understand it."
Design,298,Cornell University,James,,Westwater,2420605,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,DEA1200,"James is very very nice, caring, and is not a tough grader. I love this class because he invites lecturers/ performers from different fields to give presentations in class. They are truly amazing."
Social Science,298,Cornell University,Elaine,,Wethington,335170,14,average,TEACHER,PROFESSOR,2.9,4.5,4.5,SOC2510,"I actually enjoyed this class. Biggest tip: sit up front! It can be boring, but you will have a much easier time following her and staying interested. Papers (2) not too bad. Some very specific MC on tests \xe2\x80\x94 she likes facts, figures, and definitions \xe2\x80\x94 but fair overall. Annoying and pointless sections on Fridays, but my TA was extremely laid back."
Mathematics,298,Cornell University,Gwyneth,,Whieldon,1171479,3,good,TEACHER,PROFESSOR,3.7,4.0,4.0,MATH333,Very good.
Computer Science,298,Cornell University,Walker,,White,1705832,96,good,TEACHER,PROFESSOR,4.7,5.0,5.0,CS1110,"I took his class with no coding experience and I LOVED IT. He is honestly one of the best professors out there and his class is completely fair. The grade you get really does depend on the amount of work you put in. He is super nice too and his lectures are honestly a real treat. I would really recommend him. Just go for it, you wont regret it!"
Law,298,Cornell University,Charles,,Whitehead,1511131,6,good,TEACHER,PROFESSOR,4.0,5.0,5.0,NYLC001,"Does not convey information clearly. Example: I am going to give you a list of exceptions to the rule. One is .... Two is .... Three is ... Four, but let me first tell you -- while you're expecting another exception -- about what is not an exception and does not belong in this list, even though I am speaking very quickly."
English,298,Cornell University,Claire,,Whitenack,2050974,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,ENGL17428,"Although this class was hard work at times, I enjoyed to discussions she lead in class. The essays were graded fairly harshly but she gave us the chance to meet with her before they were do and discuss our progress- you MUST do this. Overall she was pretty good, although she could have been more understanding at times."
Horticulture,298,Cornell University,Tom,,Whitlow,1850116,5,good,TEACHER,PROFESSOR,4.2,4.0,4.0,HORT4400,Tom was one of my favorite professors at Cornell. His grading and content deliver style was student centric. I have long remembered the hands-on projects we worked on.
Languages,298,Cornell University,John,,Whitman,397232,11,good,TEACHER,PROFESSOR,4.5,4.0,4.0,LING101,"Lectures were very interesting but Prof. Whitman was not a great teacher. Did not always show up for office hours. Seemed a bit disconnected from students, but passionate about linguistics."
Information Science,298,Cornell University,Andrew,,Whitmore,2493926,10,average,TEACHER,PROFESSOR,3.1,4.0,4.0,HADM1740,"Now that we got our final grades I am much more satisfied with this class. It was a hard semester back on campus after over a year of remote learning. The situation with the final being postponed until the following semester didn't help either. That was the university, not him though. I did better than I expected and I think the grading was fair."
Engineering,298,Cornell University,Adam,,Wickenheiser,1421232,3,average,TEACHER,PROFESSOR,3.2,5.0,5.0,MAE134,"He is quite nervous during lectures which makes me wonder how this guy became a prof??? he is not exciting, and quite isolated personality"
Engineering,298,Cornell University,Stephen,,Wicker,478261,14,good,TEACHER,PROFESSOR,4.5,5.0,5.0,ECE4450,Awesome class.
Engineering,298,Cornell University,Lisa,,Wickham,650287,19,average,TEACHER,PROFESSOR,3.4,5.0,5.0,AEP3330,"Dr. Wickham might just be the absolute worst professor I have ever taken a class with at Cornell. She writes essays to describe the most simple problems that could be stated in 1 to 2 sentences, thus making simple physics incomprehensible. Additionally, ever since Covid hit, she just lectures from text heavy slides (atrocious lectures)."
Chemistry,298,Cornell University,Benjamin,,Widom,498671,12,good,TEACHER,PROFESSOR,4.7,5.0,5.0,PHYS561,"Professor Widom is one of the best teachers ive ever had in any subject at any institution. He uses no notes because of his ritual, perhaps learned from his advisor(?), of practicing lectures the day before. Clarity and deep insight into the subject matter are the norm. To learn from this master is to be lucky indeed. Always most interesting."
Food Science,298,Cornell University,Martin,,Wiedmann,1568118,0,zero,TEACHER,PROFESSOR,N/A,,,,
Engineering,298,Cornell University,Ulrich,,Wiesner,591203,7,average,TEACHER,PROFESSOR,2.5,5.0,5.0,MSE6010,"Great lecturer excited about the material that tries to make sure that all students learn in his class. It is an interesting and enjoyable class if you stay engaged, as he also definitely cares about participation. Class doesn't have too much homework but requires paper reading. I and other friends all had positive experiences"
Information Science,298,Cornell University,Matthew,,Wilkens,2667093,5,good,TEACHER,PROFESSOR,5.0,5.0,5.0,INFO2950,"Wilkens is by far one of the best professors I've had at Cornell. He's a very captivating speaker, great at answering questions, charismatic, and funny. He does move slowly through content, but as someone who is relatively new to stats and data science, I appreciated the pace. I would 100% take a class with him again!"
Anthropology,298,Cornell University,Andrew,,Willford,178449,13,good,TEACHER,PROFESSOR,3.5,5.0,5.0,ANTHR2424,"Class was based on readings and lectures. Pretty straightforward. Also, he's a nice guy and pretty generous when grading."
Sociology,298,Cornell University,Linda,,Williams,815212,2,average,TEACHER,PROFESSOR,2.5,,,DSOC2010,"here is how to succeed in dsoc 2010 with williams.  do not go to class at all.  read the book religiously then you will ace prelims and final.  literally, this entire class is simply based on reading comprehension / what you remember from doing the readings.  going to class is not only not helpful, but detrimental because you lose sleep."
Theater,298,Cornell University,Jennifer,,Williams,1275393,0,zero,TEACHER,PROFESSOR,N/A,,,,
Organizational Behavior,298,Cornell University,Michelle,,Williams,1450788,8,average,TEACHER,PROFESSOR,3.4,5.0,5.0,ILROB6750,This was supposed to be a Women in Management class but she just turned it into a class of feminist rantings .  Nothing irritates a woman more than seeing a woman of authority espouse your gender as nothing but helpless victims of circumstances.   Offered nothing in terms of actual Women in Management. She just used this class to vent her ideology.
English,298,Cornell University,Korey,,Williams,2228243,1,average,TEACHER,PROFESSOR,3.0,,,FWS1105,"I did really like Williams. He was great as a person, but I'm not sure learned much in regard to writing. I spent most of the time not sure how to write something he would like. Very much so a lofty English person. Picky grader, and very picky about the rules of his class/syllabus. One of the nicest, funniest professors I've had at Cornell though."
Computer Science,298,Cornell University,Amy,,Williams,2435205,3,good,TEACHER,PROFESSOR,5.0,5.0,5.0,CS4775,"Passionate about computational biology, and tries her best to make lectures engaging. Cares about her students, and responds to both questions on Piazza or via email."
Engineering,298,Cornell University,Charles,,Williamson,209141,28,good,TEACHER,PROFESSOR,4.4,5.0,5.0,MAE323,He's the Skipper. Enough Said.
Architecture,298,Cornell University,Jim,,Williamson,636246,8,good,TEACHER,PROFESSOR,4.8,4.5,4.5,ARTPLANNING,Jim is such an amazing Individual and an awesome professor. He made such a positive impact on my life as an artist. I highly recommend him.
Engineering,298,Cornell University,David,,Williamson,743632,9,good,TEACHER,PROFESSOR,5.0,5.0,5.0,STSCI1380,"Williamson was phenomenal. The class setup was very conducive towards learning with incredibly helpful lectures, labs to reinforce ideas, and weekly homework assignments to assure you're on the right track. Huge recommendation."
Chemistry,298,Cornell University,Justin,,Wilson,2169818,9,good,TEACHER,PROFESSOR,4.1,5.0,5.0,CHEM2150,"Subtly funny. Lectures move quickly, but are interesting and done well. Often goes into a lot of depth on topics(ie derivations),which is interesting but not needed for the exams. Exams aren't that hard,but theres no time on them(final was fair). IMO, if I took regular chem, I'd have gotten an A,but Im glad I took this class (reg chem is boring)"
Operations amp Information Mgmt.,298,Cornell University,Andrew,Gordon,Wilson,2376442,0,zero,TEACHER,PROFESSOR,N/A,,,,
Biology,298,Cornell University,Steve,,Winans,1010006,17,good,TEACHER,PROFESSOR,4.1,5.0,5.0,BIOMI2600,He's a very interesting lecturer that makes interaction during class very easy. He doesn't always have all the answers to questions but he will make an effort to find out the answer and get back to you. All the assessment material is really fair and everything can be found almost word for word on the slides
Biology,298,Cornell University,David,,Winkler,883523,9,good,TEACHER,PROFESSOR,4.4,5.0,5.0,BIOEE3610,Labs require a decent amount of work that has likely gotten easier with improvements to R software. Winkler was a great prof and I'd gladly take another of his courses.
Engineering,298,Cornell University,Frank,,Wise,1138923,10,good,TEACHER,PROFESSOR,4.4,4.0,4.0,AEP3620,"Taught Quantum Mechanics II. Very unintuitive course material, but this professor makes the course as intuitive as possible and has great explanations. Clearly knows what he's doing and makes this course tolerable."
Engineering,298,Cornell University,Johannes,,Wissel,1629465,1,poor,TEACHER,PROFESSOR,2.0,,,ORIE5600,"Such a key class and such a bad professor. Not to mention that this topic is hard by itself, the professor is just not helpful. Most of the time he just reads the slides. The assignments are time consuming and they are extremely hard. The prelim was almost impossible, 2/3 questions were tricky questions we haven't encountered in class/hw. I heard t"
Economics,298,Cornell University,Jennifer,,Wissink,134422,274,average,TEACHER,PROFESSOR,3.3,4.0,4.0,ECON4260,"She writes on the chalkboard and doesnt post her lecture notes. So, you have to take good notes during lectures to prepare for the exams. Textbooks are not helpful either. It was overall a messy, disorganized class which made it difficult for students to do well."
City  Regional Planning,298,Cornell University,Peter,J,Wissoker,2234884,0,zero,TEACHER,PROFESSOR,N/A,,,,
Physics,298,Cornell University,Peter,,Wittich,1145692,7,good,TEACHER,PROFESSOR,4.0,4.0,4.0,PHYS2218,"Prof. Wittich is an amazing person, not the best teacher. His notes are hard to read, his notation changes even within the same lecture, and sometimes he leaves a lot of us confused. This added up to a lot of frustration on homeworks and studying. On the other side, Wittich is extremely nice and cares a lot for students, and can makes us laugh."
Physics,298,Cornell University,Dan,,Wohns,1442244,4,good,TEACHER,PROFESSOR,4.0,4.5,4.5,PHYSI1116,"Awesome TA - He sometimes even did the lectures! Very approachable, crystal clear, and very helpful. Very interesting guy too - He does research in string theory / is pretty much a genius. Highly recommended."
Chemistry,298,Cornell University,Peter,,Wolczanski,154042,71,poor,TEACHER,PROFESSOR,1.8,5.0,5.0,CHEM1150,"In 4 weeks of class (intro class for non chem majors btw, some of whom had no chemistry experience) he taught us practically everything that I learned from high school and AP chem classes. The work that he assigned to us and the material we had to learn was way beyond the scope of the class. Please listen to the people below: DONT TAKE HIS CLASS!!!"
Economics,298,Cornell University,Christopher,,Wolf,2641360,0,zero,TEACHER,PROFESSOR,N/A,,,,
